IMG/center_2021_01_20_00_59_12_165.jpg, IMG/left_2021_01_20_00_59_12_165.jpg, IMG/right_2021_01_20_00_59_12_165.jpg, -0.05718255, 0, 0, 8.303838E-05
IMG/center_2021_01_20_00_59_12_265.jpg, IMG/left_2021_01_20_00_59_12_265.jpg, IMG/right_2021_01_20_00_59_12_265.jpg, 0, 0, 0, 7.964059E-05
IMG/center_2021_01_20_00_59_12_366.jpg, IMG/left_2021_01_20_00_59_12_366.jpg, IMG/right_2021_01_20_00_59_12_366.jpg, 0, 0, 0, 8.262241E-05
IMG/center_2021_01_20_00_59_12_473.jpg, IMG/left_2021_01_20_00_59_12_473.jpg, IMG/right_2021_01_20_00_59_12_473.jpg, 0, 0, 0, 8.373188E-05
IMG/center_2021_01_20_00_59_12_573.jpg, IMG/left_2021_01_20_00_59_12_573.jpg, IMG/right_2021_01_20_00_59_12_573.jpg, 0, 0, 0, 7.786739E-05
IMG/center_2021_01_20_00_59_12_679.jpg, IMG/left_2021_01_20_00_59_12_679.jpg, IMG/right_2021_01_20_00_59_12_679.jpg, 0, 0, 0, 7.840945E-05
IMG/center_2021_01_20_00_59_12_781.jpg, IMG/left_2021_01_20_00_59_12_781.jpg, IMG/right_2021_01_20_00_59_12_781.jpg, 0, 0, 0, 7.91623E-05
IMG/center_2021_01_20_00_59_12_896.jpg, IMG/left_2021_01_20_00_59_12_896.jpg, IMG/right_2021_01_20_00_59_12_896.jpg, 0, 0, 0, 7.904066E-05
IMG/center_2021_01_20_00_59_13_002.jpg, IMG/left_2021_01_20_00_59_13_002.jpg, IMG/right_2021_01_20_00_59_13_002.jpg, 0, 0, 0, 7.840834E-05
IMG/center_2021_01_20_00_59_13_105.jpg, IMG/left_2021_01_20_00_59_13_105.jpg, IMG/right_2021_01_20_00_59_13_105.jpg, 0, 0, 0, 7.885815E-05
IMG/center_2021_01_20_00_59_13_224.jpg, IMG/left_2021_01_20_00_59_13_224.jpg, IMG/right_2021_01_20_00_59_13_224.jpg, 0, 0, 0, 7.905262E-05
IMG/center_2021_01_20_00_59_13_356.jpg, IMG/left_2021_01_20_00_59_13_356.jpg, IMG/right_2021_01_20_00_59_13_356.jpg, 0, 0, 0, 8.070657E-05
IMG/center_2021_01_20_00_59_13_463.jpg, IMG/left_2021_01_20_00_59_13_463.jpg, IMG/right_2021_01_20_00_59_13_463.jpg, 0, 0, 0, 7.832585E-05
IMG/center_2021_01_20_00_59_13_565.jpg, IMG/left_2021_01_20_00_59_13_565.jpg, IMG/right_2021_01_20_00_59_13_565.jpg, 0, 0, 0, 7.80237E-05
IMG/center_2021_01_20_00_59_13_674.jpg, IMG/left_2021_01_20_00_59_13_674.jpg, IMG/right_2021_01_20_00_59_13_674.jpg, 0, 0, 0, 8.136054E-05
IMG/center_2021_01_20_00_59_13_826.jpg, IMG/left_2021_01_20_00_59_13_826.jpg, IMG/right_2021_01_20_00_59_13_826.jpg, 0, 0, 0, 8.061746E-05
IMG/center_2021_01_20_00_59_13_927.jpg, IMG/left_2021_01_20_00_59_13_927.jpg, IMG/right_2021_01_20_00_59_13_927.jpg, 0, 0, 0, 7.761402E-05
IMG/center_2021_01_20_00_59_14_027.jpg, IMG/left_2021_01_20_00_59_14_027.jpg, IMG/right_2021_01_20_00_59_14_027.jpg, 0, 0, 0, 7.869265E-05
IMG/center_2021_01_20_00_59_14_133.jpg, IMG/left_2021_01_20_00_59_14_133.jpg, IMG/right_2021_01_20_00_59_14_133.jpg, 0, 0, 0, 7.86702E-05
IMG/center_2021_01_20_00_59_14_235.jpg, IMG/left_2021_01_20_00_59_14_235.jpg, IMG/right_2021_01_20_00_59_14_235.jpg, 0, 0, 0, 7.991691E-05
IMG/center_2021_01_20_00_59_14_337.jpg, IMG/left_2021_01_20_00_59_14_337.jpg, IMG/right_2021_01_20_00_59_14_337.jpg, 0, 0, 0, 7.799528E-05
IMG/center_2021_01_20_00_59_14_442.jpg, IMG/left_2021_01_20_00_59_14_442.jpg, IMG/right_2021_01_20_00_59_14_442.jpg, 0, 0, 0, 7.815222E-05
IMG/center_2021_01_20_00_59_14_544.jpg, IMG/left_2021_01_20_00_59_14_544.jpg, IMG/right_2021_01_20_00_59_14_544.jpg, 0, 0, 0, 7.79787E-05
IMG/center_2021_01_20_00_59_14_650.jpg, IMG/left_2021_01_20_00_59_14_650.jpg, IMG/right_2021_01_20_00_59_14_650.jpg, 0, 0.08252692, 0, 0.01369606
IMG/center_2021_01_20_00_59_14_752.jpg, IMG/left_2021_01_20_00_59_14_752.jpg, IMG/right_2021_01_20_00_59_14_752.jpg, 0, 0.3761129, 0, 0.3161085
IMG/center_2021_01_20_00_59_14_857.jpg, IMG/left_2021_01_20_00_59_14_857.jpg, IMG/right_2021_01_20_00_59_14_857.jpg, 0, 0.681, 0, 0.9672045
IMG/center_2021_01_20_00_59_14_957.jpg, IMG/left_2021_01_20_00_59_14_957.jpg, IMG/right_2021_01_20_00_59_14_957.jpg, -0.280323, 0.9902279, 0, 2.022315
